TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_1_QC,TS_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
19960101,-12.978,0.0,123.424,71.971,0.0,179.592,0.0,0.321,0.0,100.632,0.0,0.0,1.0,1.992,0.0,-9999,0.0,38.57414583333334,1.0,159.98495833333334,1.0,-9999,0.0,-9999,0.0,371.74,0.0,-9999,-9999,-9999,-9999,-9999,1.0,1.12434,-9999,-9999,-9999,-9999,-9999,25.9243,-9999,-9999,-9999,-9999,-9999,0.483676,0.0,-9999,0.483676,0.483676,0.483676,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960102,-16.204,0.0,124.045,65.078,0.0,182.515,0.0,0.295,0.0,100.505,0.0,0.0,1.0,1.288,0.5,-9999,0.0,37.29589583333333,1.0,134.9818125,1.0,-9999,0.0,-9999,0.0,371.717,0.791667,-9999,-9999,-9999,-9999,-9999,1.0,1.14945,-9999,-9999,-9999,-9999,-9999,26.0145,-9999,-9999,-9999,-9999,-9999,0.443145,0.208333,-9999,0.443145,0.443145,0.443145,0.208333,0.208333,0.208333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960103,-17.974,0.0,124.725,25.011,0.0,221.598,0.0,0.155,0.0,99.978,0.0,0.1,1.0,2.406,0.520833,0.5230799999999999,0.5208333333333334,29.703916666666668,1.0,31.630583333333334,1.0,-9999,0.0,-9999,0.0,369.15,0.875,-9999,-9999,-9999,-9999,-9999,1.0,0.723219,-9999,-9999,-9999,-9999,-9999,8.85373,-9999,-9999,-9999,-9999,-9999,0.498542,0.333333,-9999,0.498542,0.498542,0.498542,0.333333,0.333333,0.333333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960104,-18.474,0.0,125.464,52.758,0.0,196.156,0.0,0.286,0.0,100.069,0.0,0.2,1.0,2.924,0.4375,-9999,0.0,46.784875,1.0,131.95354166666667,1.0,-9999,0.0,-9999,0.0,368.272,0.791667,-9999,-9999,-9999,-9999,-9999,1.0,1.6032,-9999,-9999,-9999,-9999,-9999,14.9157,-9999,-9999,-9999,-9999,-9999,0.615314,0.104167,-9999,0.615314,0.615314,0.615314,0.104167,0.104167,0.104167,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960105,-19.714,0.0,126.261,68.206,0.0,167.137,0.0,0.251,0.0,100.446,0.0,0.0,1.0,3.602,0.625,0.5776666666666668,0.625,41.40016666666667,1.0,142.89091666666667,1.0,-9999,0.0,-9999,0.0,370.318,0.916667,-9999,-9999,-9999,-9999,-9999,1.0,3.66546,-9999,-9999,-9999,-9999,-9999,10.4896,-9999,-9999,-9999,-9999,-9999,0.367914,0.333333,-9999,0.367914,0.367914,0.367914,0.333333,0.333333,0.333333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960106,-17.363,0.0,127.117,72.175,0.0,176.657,0.0,0.35,0.0,101.185,0.0,0.0,1.0,3.16,0.583333,0.40664285714285714,0.5833333333333334,42.23195833333333,1.0,166.5336875,1.0,-9999,0.0,-9999,0.0,371.494,0.875,-9999,-9999,-9999,-9999,-9999,1.0,3.59508,-9999,-9999,-9999,-9999,-9999,12.0166,-9999,-9999,-9999,-9999,-9999,0.270201,0.520833,-9999,0.270201,0.270201,0.270201,0.520833,0.520833,0.520833,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960107,-15.994,0.0,128.031,73.652,0.0,181.822,0.0,0.27,0.0,101.494,0.0,0.0,1.0,1.447,0.645833,0.16548387096774195,0.6458333333333334,42.936125000000004,1.0,155.3489375,1.0,-9999,-9999,-9999,-9999,374.863,1.0,-9999,-9999,-9999,-9999,-9999,1.0,3.15933,-9999,-9999,-9999,-9999,-9999,38.6831,-9999,-9999,-9999,-9999,-9999,-0.217977,0.291667,-9999,-0.217977,-0.217977,-0.217977,0.291667,0.291667,0.291667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960108,-14.552,0.0,129.003,36.09,0.0,230.384,0.0,0.366,0.0,99.808,0.0,0.0,1.0,3.979,0.5,-9999,0.0,34.27314583333333,1.0,57.15587500000001,1.0,-9999,0.0,-9999,0.0,366.533,0.666667,-9999,-9999,-9999,-9999,-9999,1.0,5.63241,-9999,-9999,-9999,-9999,-9999,16.2646,-9999,-9999,-9999,-9999,-9999,0.185764,0.1875,-9999,0.185764,0.185764,0.185764,0.1875,0.1875,0.1875,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960109,-12.464,0.0,130.033,74.264,0.0,202.979,0.0,0.362,0.0,99.409,0.0,0.0,1.0,2.0,0.729167,0.2833428571428571,0.7291666666666666,44.65991666666667,1.0,135.00045833333334,1.0,-9999,0.0,-9999,0.0,365.381,0.875,-9999,-9999,-9999,-9999,-9999,1.0,7.14692,-9999,-9999,-9999,-9999,-9999,5.58837,-9999,-9999,-9999,-9999,-9999,0.414691,0.5625,-9999,0.414691,0.414691,0.414691,0.5625,0.5625,0.5625,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960110,-10.439,0.0,131.121,16.354,0.0,254.329,0.0,0.28,0.0,99.968,0.0,0.0,1.0,2.6,0.875,0.4766190476190476,0.875,29.418104166666666,1.0,79.92495833333334,1.0,-9999,0.0,-9999,0.0,371.766,1.0,-9999,-9999,-9999,-9999,-9999,1.0,0.0347413,-9999,-9999,-9999,-9999,-9999,-7.13745,-9999,-9999,-9999,-9999,-9999,0.59004,0.75,-9999,0.59004,0.59004,0.59004,0.75,0.75,0.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960111,-9.681,0.0,132.266,77.244,0.0,201.243,0.0,0.504,0.0,100.677,0.0,0.0,1.0,2.569,0.729167,0.37711428571428574,0.7291666666666666,36.330125,1.0,168.582875,1.0,-9999,0.0,-9999,0.0,374.115,0.916667,-9999,-9999,-9999,-9999,-9999,1.0,8.01076,-9999,-9999,-9999,-9999,-9999,5.87779,-9999,-9999,-9999,-9999,-9999,0.535428,0.520833,-9999,0.535428,0.535428,0.535428,0.520833,0.520833,0.520833,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960112,-9.797,0.0,133.467,33.716,0.0,246.143,0.0,0.41,0.0,100.907,0.0,1.8,1.0,1.292,0.833333,0.1982,0.8333333333333334,42.60108333333333,1.0,103.5580625,1.0,-9999,0.0,-9999,0.0,378.484,1.0,-9999,-9999,-9999,-9999,-9999,1.0,0.490402,-9999,-9999,-9999,-9999,-9999,11.6634,-9999,-9999,-9999,-9999,-9999,0.83144,0.3125,-9999,0.83144,0.83144,0.83144,0.3125,0.3125,0.3125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960113,-2.015,0.0,134.726,31.412,0.0,269.111,0.0,0.896,0.0,98.784,0.0,8.3,1.0,3.028,0.854167,0.45716216216216216,0.7708333333333334,45.25925,1.0,135.47445833333333,1.0,-9999,0.0,-9999,0.0,363.153,0.979167,-9999,-9999,-9999,-9999,-9999,1.0,3.77629,-9999,-9999,-9999,-9999,-9999,-29.2821,-9999,-9999,-9999,-9999,-9999,0.796628,0.3125,-9999,0.796628,0.796628,0.796628,0.3125,0.3125,0.3125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960114,-5.049,0.0,136.041,67.236,0.0,234.196,0.0,1.124,0.0,99.652,0.0,0.0,1.0,2.888,0.770833,0.5036216216216216,0.7708333333333334,44.1688125,1.0,141.26504166666666,1.0,-9999,-9999,-9999,-9999,373.39,0.979167,-9999,-9999,-9999,-9999,-9999,1.0,4.87031,-9999,-9999,-9999,-9999,-9999,-15.2155,-9999,-9999,-9999,-9999,-9999,0.701351,0.666667,-9999,0.701351,0.701351,0.701351,0.666667,0.666667,0.666667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960115,-11.582,0.0,137.413,83.301,0.0,182.749,0.0,0.747,0.0,101.01,0.0,0.0,1.0,3.498,0.541667,0.5876923076923076,0.5416666666666666,42.099979166666664,1.0,185.532375,1.0,-9999,0.0,-9999,0.0,375.506,0.875,-9999,-9999,-9999,-9999,-9999,1.0,9.49199,-9999,-9999,-9999,-9999,-9999,10.3241,-9999,-9999,-9999,-9999,-9999,0.672265,0.416667,-9999,0.672265,0.672265,0.672265,0.416667,0.416667,0.416667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960116,-15.081,0.0,138.839,49.221,0.0,223.041,0.0,0.428,0.0,102.628,0.0,0.3,1.0,2.003,0.583333,0.2501428571428571,0.5833333333333334,53.17620833333333,1.0,152.7664583333333,1.0,-9999,0.0,-9999,0.0,382.601,0.958333,-9999,-9999,-9999,-9999,-9999,1.0,4.5696,-9999,-9999,-9999,-9999,-9999,31.2171,-9999,-9999,-9999,-9999,-9999,1.07976,0.270833,-9999,1.07976,1.07976,1.07976,0.270833,0.270833,0.270833,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960117,3.655,0.0,140.321,19.321,0.0,303.995,0.0,1.372,0.0,101.13,0.0,0.6,1.0,2.86,0.833333,0.430325,0.8333333333333334,30.800583333333332,1.0,33.46720833333333,1.0,-9999,0.0,-9999,0.0,378.742,1.0,-9999,-9999,-9999,-9999,-9999,1.0,1.00088,-9999,-9999,-9999,-9999,-9999,11.1389,-9999,-9999,-9999,-9999,-9999,1.00573,0.4375,-9999,1.00573,1.00573,1.00573,0.4375,0.4375,0.4375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960118,2.668,0.0,141.858,69.838,0.0,296.89,0.0,0.71,0.0,101.862,0.0,0.0,1.0,2.284,0.479167,-9999,0.0,32.769666666666666,1.0,38.67016666666667,1.0,-9999,0.0,-9999,0.0,385.952,0.645833,-9999,-9999,-9999,-9999,-9999,1.0,1.23019,-9999,-9999,-9999,-9999,-9999,-0.441951,-9999,-9999,-9999,-9999,-9999,1.02606,0.166667,-9999,1.02606,1.02606,1.02606,0.166667,0.166667,0.166667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960119,9.118,0.0,143.449,19.029,0.0,357.04,0.0,0.817,0.0,100.497,0.0,15.8,1.0,5.44,0.3125,-9999,0.0,35.212958333333326,1.0,49.14653191489361,0.9791666666666666,-9999,0.0,-9999,0.0,368.136,0.604167,-9999,-9999,-9999,-9999,-9999,1.0,4.7416,-9999,-9999,-9999,-9999,-9999,-1.40487,-9999,-9999,-9999,-9999,-9999,1.02253,0.145833,-9999,1.02253,1.02253,1.02253,0.145833,0.145833,0.145833,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960120,-4.87,0.0,145.093,92.241,0.0,215.651,0.0,1.312,0.0,100.993,0.0,0.1,1.0,3.875,0.229167,-9999,0.0,52.59222916666666,1.0,197.4759791666667,1.0,-9999,0.0,-9999,0.0,365.905,0.333333,-9999,-9999,-9999,-9999,-9999,1.0,9.38524,-9999,-9999,-9999,-9999,-9999,18.616,-9999,-9999,-9999,-9999,-9999,0.953298,0.125,-9999,0.953298,0.953298,0.953298,0.125,0.125,0.125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960121,-10.543,0.0,146.792,55.644,0.0,217.564,0.0,0.693,0.0,102.642,0.0,0.0,1.0,1.277,0.333333,-9999,-9999,35.22502083333333,1.0,88.14466666666665,1.0,-9999,-9999,-9999,-9999,371.959,0.479167,-9999,-9999,-9999,-9999,-9999,1.0,7.65577,-9999,-9999,-9999,-9999,-9999,24.9484,-9999,-9999,-9999,-9999,-9999,0.808008,0.145833,-9999,0.808008,0.808008,0.808008,0.145833,0.145833,0.145833,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960122,-4.97,0.0,148.542,87.605,0.0,236.033,0.0,0.894,0.0,101.924,0.0,0.0,1.0,1.828,0.291667,-9999,0.0,56.68320833333333,1.0,145.15870833333332,1.0,-9999,0.0,-9999,0.0,372.582,0.416667,-9999,-9999,-9999,-9999,-9999,1.0,5.56472,-9999,-9999,-9999,-9999,-9999,14.2826,-9999,-9999,-9999,-9999,-9999,0.676911,0.0625,-9999,0.676911,0.676911,0.676911,0.0625,0.0625,0.0625,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960123,-0.594,0.0,150.345,27.725,0.0,285.31,0.0,0.864,0.0,101.037,0.0,1.8,1.0,2.259,0.333333,-9999,0.0,40.058875,1.0,68.52625,1.0,-9999,0.0,-9999,0.0,368.247,0.4375,-9999,-9999,-9999,-9999,-9999,1.0,5.57655,-9999,-9999,-9999,-9999,-9999,4.9019,-9999,-9999,-9999,-9999,-9999,0.725394,0.104167,-9999,0.725394,0.725394,0.725394,0.104167,0.104167,0.104167,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960124,4.147,0.0,152.199,3.096,0.0,325.291,0.0,0.36,0.0,99.647,0.0,11.7,1.0,4.112,0.604167,0.5727931034482758,0.6041666666666666,27.615166666666667,1.0,18.970791666666667,1.0,-9999,0.0,-9999,0.0,360.825,0.833333,-9999,-9999,-9999,-9999,-9999,1.0,6.44374,-9999,-9999,-9999,-9999,-9999,5.10811,-9999,-9999,-9999,-9999,-9999,0.686542,0.145833,-9999,0.686542,0.686542,0.686542,0.145833,0.145833,0.145833,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960125,-4.244,0.0,154.105,81.262,0.0,234.301,0.0,0.879,0.0,100.174,0.0,1.7,1.0,3.643,0.208333,-9999,0.0,69.39895833333334,1.0,204.42629166666666,1.0,-9999,0.0,-9999,0.0,367.133,0.3125,-9999,-9999,-9999,-9999,-9999,1.0,7.44641,-9999,-9999,-9999,-9999,-9999,16.0468,-9999,-9999,-9999,-9999,-9999,0.699554,0.0208333,-9999,0.699554,0.699554,0.699554,0.0208333,0.0208333,0.0208333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960126,-10.498,0.0,156.061,74.179,0.0,213.386,0.0,0.61,0.0,102.917,0.0,0.0,1.0,1.366,0.6875,0.2367878787878788,0.6875,58.386270833333334,1.0,154.27258333333336,1.0,-9999,0.0,-9999,0.0,373.486,0.75,-9999,-9999,-9999,-9999,-9999,1.0,8.25508,-9999,-9999,-9999,-9999,-9999,20.0036,-9999,-9999,-9999,-9999,-9999,0.728678,0.458333,-9999,0.728678,0.728678,0.728678,0.458333,0.458333,0.458333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960127,1.189,0.0,158.067,16.429,0.0,311.289,0.0,0.85,0.0,101.559,0.0,21.9,1.0,4.844,1.0,0.9365416666666667,1.0,27.736375,1.0,25.415499999999998,1.0,-9999,0.0,-9999,0.0,358.975,1.0,-9999,-9999,-9999,-9999,-9999,1.0,4.6838,-9999,-9999,-9999,-9999,-9999,-5.39774,-9999,-9999,-9999,-9999,-9999,0.489413,0.416667,-9999,0.489413,0.489413,0.489413,0.416667,0.416667,0.416667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960128,-4.249,0.0,160.121,85.468,0.0,235.142,0.0,0.914,0.0,100.116,0.0,8.5,1.0,4.077,1.0,0.7536458333333332,1.0,54.243937499999994,1.0,155.218625,1.0,-9999,-9999,-9999,-9999,357.192,1.0,-9999,-9999,-9999,-9999,-9999,1.0,10.5058,-9999,-9999,-9999,-9999,-9999,5.21941,-9999,-9999,-9999,-9999,-9999,1.05353,0.6875,-9999,1.05353,1.05353,1.05353,0.6875,0.6875,0.6875,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960129,-11.999,0.0,162.224,98.256,0.0,199.503,0.0,0.554,0.0,102.175,0.0,0.0,1.0,1.589,1.0,0.27258333333333334,1.0,70.3846875,1.0,194.95708333333332,1.0,-9999,0.0,-9999,0.0,366.658,1.0,-9999,-9999,-9999,-9999,-9999,1.0,8.26151,-9999,-9999,-9999,-9999,-9999,38.4264,-9999,-9999,-9999,-9999,-9999,0.571995,0.6875,-9999,0.571995,0.571995,0.571995,0.6875,0.6875,0.6875,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960130,-3.7,0.0,164.374,33.877,0.0,267.659,0.0,0.853,0.0,100.568,0.0,1.3,1.0,2.621,1.0,0.44064583333333335,1.0,35.77016666666667,1.0,83.78039583333333,1.0,-9999,0.0,-9999,0.0,357.575,1.0,-9999,-9999,-9999,-9999,-9999,1.0,-0.277348,-9999,-9999,-9999,-9999,-9999,-21.9717,-9999,-9999,-9999,-9999,-9999,0.470053,0.75,-9999,0.470053,0.470053,0.470053,0.75,0.75,0.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960131,-10.327,0.0,166.571,86.942,0.0,200.696,0.0,0.661,0.0,100.174,0.0,0.0,1.0,2.506,1.0,0.38314583333333335,1.0,54.08135416666667,1.0,155.72079166666666,1.0,-9999,0.0,-9999,0.0,357.303,1.0,-9999,-9999,-9999,-9999,-9999,1.0,10.5982,-9999,-9999,-9999,-9999,-9999,4.07794,-9999,-9999,-9999,-9999,-9999,0.450136,0.9375,-9999,0.450136,0.450136,0.450136,0.9375,0.9375,0.9375,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960201,-16.175,0.0,168.814,106.38,0.0,170.654,0.0,0.344,0.0,101.169,0.0,0.0,1.0,2.18,1.0,0.2930416666666667,1.0,86.47797916666666,1.0,238.20752083333332,1.0,-9999,0.0,-9999,0.0,362.481,1.0,-9999,-9999,-9999,-9999,-9999,1.0,5.62919,-9999,-9999,-9999,-9999,-9999,53.9654,-9999,-9999,-9999,-9999,-9999,0.48596,0.541667,-9999,0.48596,0.48596,0.48596,0.541667,0.541667,0.541667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960202,-11.854,0.0,171.101,82.521,0.0,216.283,0.0,0.75,0.0,101.259,0.0,0.0,1.0,2.093,0.979167,0.35568085106382985,0.9791666666666666,68.54522916666667,1.0,168.174375,1.0,-9999,0.0,-9999,0.0,365.601,1.0,-9999,-9999,-9999,-9999,-9999,1.0,4.74455,-9999,-9999,-9999,-9999,-9999,33.641,-9999,-9999,-9999,-9999,-9999,0.277999,0.708333,-9999,0.277999,0.277999,0.277999,0.708333,0.708333,0.708333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960203,-15.262,0.0,173.433,72.267,0.0,208.435,0.0,0.47,0.0,101.382,0.0,0.0,1.0,2.956,1.0,0.5978541666666667,1.0,77.55754166666667,1.0,187.85868749999997,1.0,-9999,0.0,-9999,0.0,361.826,1.0,-9999,-9999,-9999,-9999,-9999,1.0,5.76799,-9999,-9999,-9999,-9999,-9999,51.6738,-9999,-9999,-9999,-9999,-9999,0.227395,0.791667,-9999,0.227395,0.227395,0.227395,0.791667,0.791667,0.791667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960204,-18.997,0.0,175.808,105.767,0.0,164.379,0.0,0.252,0.0,101.63,0.0,0.0,1.0,1.92,1.0,0.3306875,1.0,86.8616875,1.0,242.09875,1.0,-9999,-9999,-9999,-9999,364.42,1.0,-9999,-9999,-9999,-9999,-9999,1.0,2.42065,-9999,-9999,-9999,-9999,-9999,45.8706,-9999,-9999,-9999,-9999,-9999,0.222707,0.8125,-9999,0.222707,0.222707,0.222707,0.8125,0.8125,0.8125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960205,-17.613,0.0,178.226,114.097,0.0,168.492,0.0,0.338,0.0,101.508,0.0,0.0,1.0,1.943,1.0,0.2272708333333333,1.0,93.80070833333333,1.0,250.32981250000003,1.0,-9999,0.0,-9999,0.0,364.978,1.0,-9999,-9999,-9999,-9999,-9999,1.0,2.74514,-9999,-9999,-9999,-9999,-9999,66.0159,-9999,-9999,-9999,-9999,-9999,0.199251,0.458333,-9999,0.199251,0.199251,0.199251,0.458333,0.458333,0.458333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960206,-14.817,0.0,180.685,104.925,0.0,188.201,0.0,0.479,0.0,101.639,0.0,0.0,1.0,2.015,0.666667,0.26540624999999995,0.6666666666666666,74.80520833333334,1.0,197.18337499999998,1.0,-9999,0.0,-9999,0.0,369.628,0.708333,-9999,-9999,-9999,-9999,-9999,1.0,3.09457,-9999,-9999,-9999,-9999,-9999,42.6962,-9999,-9999,-9999,-9999,-9999,0.388862,0.291667,-9999,0.388862,0.388862,0.388862,0.291667,0.291667,0.291667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960207,-10.971,0.0,183.185,95.996,0.0,215.457,0.0,0.96,0.0,101.789,0.0,0.0,1.0,2.95,1.0,0.44139583333333327,1.0,72.16570833333334,1.0,207.1356875,1.0,-9999,0.0,-9999,0.0,370.321,1.0,-9999,-9999,-9999,-9999,-9999,1.0,3.79219,-9999,-9999,-9999,-9999,-9999,31.3554,-9999,-9999,-9999,-9999,-9999,0.560674,0.729167,-9999,0.560674,0.560674,0.560674,0.729167,0.729167,0.729167,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960208,0.302,0.0,185.724,47.185,0.0,299.133,0.0,1.042,0.0,100.126,0.0,0.5,1.0,2.56,1.0,0.40077083333333335,1.0,36.72925,1.0,60.41275000000001,1.0,-9999,0.0,-9999,0.0,362.618,1.0,-9999,-9999,-9999,-9999,-9999,1.0,0.250707,-9999,-9999,-9999,-9999,-9999,-10.0403,-9999,-9999,-9999,-9999,-9999,0.575605,0.604167,-9999,0.575605,0.575605,0.575605,0.604167,0.604167,0.604167,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960209,0.647,0.0,188.302,23.213,0.0,312.055,0.0,0.454,0.0,98.66,0.0,4.3,1.0,1.586,0.979167,0.20219148936170214,0.9791666666666666,29.35729166666667,1.0,55.090583333333335,1.0,-9999,0.0,-9999,0.0,356.582,1.0,-9999,-9999,-9999,-9999,-9999,1.0,0.127238,-9999,-9999,-9999,-9999,-9999,-14.418,-9999,-9999,-9999,-9999,-9999,0.632067,0.333333,-9999,0.632067,0.632067,0.632067,0.333333,0.333333,0.333333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
19960210,-1.502,0.0,190.918,103.937,0.0,253.43,0.0,1.436,0.0,99.033,0.0,0.0,1.0,3.681,1.0,0.6136458333333333,1.0,38.983604166666666,1.0,151.19741666666667,1.0,-9999,0.0,-9999,0.0,353.537,1.0,-9999,-9999,-9999,-9999,-9999,1.0,7.88306,-9999,-9999,-9999,-9999,-9999,6.46771,-9999,-9999,-9999,-9999,-9999,0.582309,0.75,-9999,0.582309,0.582309,0.582309,0.75,0.75,0.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
